tweet,label,source,label_id
"మూడు నెలల క్రితం వీడియోని పెట్టి, ‘లాక్ డౌన్ నిబంధనలను ఉల్లంఘించిన రాహుల్ గాంధీ, ప్రియాంక’ అని తప్పుగా షేర్ చేస్తున్నారు - FACTLY",fake,Gautamshahi,0
" The claim was that ginger powder cured coronavirus positive patients in Mumbai, advised ayurveda as cure",fake,Gautamshahi,0
 A new vaccine that can cure COVID-19 patients in 3 hours is now ready.,fake,Gautamshahi,0
#IndiaFightsCorona: With 474 new cases of mortality in Maharashtra accounted for more than 40% of the new deaths. #StaySafe #IndiaWillWin @MoHFW_INDIA @drharshvardhan @PrakashJavdekar @ICMRDELHI @PIB_India @DDNewslive @airnewsalerts @IndiaDST,real,sourya,1
Claim that Fox news said that Trump tested positive for COVID-19.,fake,sourya,0
As at 10:10 pm 17th April number of states with confirmed cases of #COVID19: 19 + FCT Lagos- 283 FCT- 69 Kano- 27 Osun- 20 Edo- 15 Oyo- 15 Ogun- 10 Kwara- 9 Katsina- 9 Bauchi- 6 Kaduna- 6 Akwa Ibom- 6 Delta- 4 Ondo- 3 Ekiti- 3 Enugu- 2 Rivers-2 Niger- 2 Benue- 1 Anambra- 1,real,sourya,1
325 new cases of #COVID19Nigeria; Lagos-87 FCT-49 Gombe-28 Ebonyi-20 Plateau-19 Kwara-18 Enugu-17 Imo-12 Rivers-12 Kaduna-11 Ogun-10 Edo-9 Oyo-9 Ondo-8 Osun-8 Ekiti-4 Borno-1 Kano-1 Bauchi-1 Nasarawa-1 48770 confirmed 36290 discharged 974 deaths https://t.co/0SI1CE4DAR,real,sourya,1
This is the 3rd day in a row states have reported fewer than 735k tests. The 7-day average has fallen for 5 days now. https://t.co/0vRcpdzjjS,real,sourya,1
 A man collapses in 5 minutes after showing COVID-19 symptoms in India.,fake,Gautamshahi,0
Our daily update is published. We’ve now tracked ~4.5 million tests up 311k from yesterday. Major caveat: today California reported 163k tests clearing some backlog. Note: we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y,real,sourya,1
There is a confirmed case of coronavirus in the Macarthur Region of Australia.,fake,sourya,0
Contact tracing is essential to slowing the spread of #COVID19. If you have COVID-19 public health workers won’t reveal your identity to your close contacts even if they ask. Help #SlowTheSpread of COVID-19: https://t.co/98jmUt3IGq. https://t.co/YD5y23vs6B,real,sourya,1
Yesterday our laboratories completed 2061 tests of those 902 were testing of people in managed isolation and quarantine for the routine testing on either days 3 or 12 of their stay. That brings the total number of tests completed to date to 433324.,real,sourya,1
As of 3/7/20 Tanzania and Zambia had confirmed fist cases of the new coronavirus.,fake,sourya,0
@NoWackyScience @__ice9 @ydeigin ..for efficient spreading in the human population compared to other lineage b betacoronaviruses.,fake,sourya,0
States reported about 25 thousand new cases. Positive rate is hovering around 7%. Cases remain stubbornly high but the positive rate has improved a lot since mid-April suggesting we're capturing a larger chunk of the cases through testing. https://t.co/88yMhyxJUB,real,sourya,1
Reports that a curfew could be imposed in London to combat COVID-19 were not denied by Downing Street today. Follow #coronavirus latest updates 👇 https://t.co/NyZLPJPQpk,real,sourya,1
FALSE: This post claiming that 59 Kenyans have died after consuming Dettol to prevent COVID-19 is a hoax,fake,Gautamshahi,0
"Experts have said namaskar, not adaab or assalamu alaikum, will help prevent coronavirus, says BJP MP Ramesh Bidhuri"".",fake,sourya,0
Matarrat?n tree cures COVID-19,fake,sourya,0
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 52934433 samples tested upto September 9 2020 1129756 sample tested on September 9 2020 #StaySafe #IndiaWillWin https://t.co/iF5PcoXD5l,real,sourya,1
" A temple in Andhra Pradesh, India, was turned into a quarantine centre for Muslims.",fake,Gautamshahi,0
"FALSE: 'Photo' of Japanese medical team sent to Wuhan, China",fake,Gautamshahi,0
Our daily update is published. Some of the numbers are coming back up after the dip over the holiday weekend. States reported about 52K new cases today. 653K new tests were reported today. 919 deaths were reported today after several days of unusually low death figures. https://t.co/7xhL1bqBv2,real,sourya,1
CDC Recommends Mothers Stop Breastfeeding To Boost Vaccine Efficacy,fake,sourya,0
As we celebrate #EidAlAdha remember to limit the spread of #COVID19 around you; ✅Avoid sharing personal items ✅Wear a face mask ✅Observe physical distancing ✅Wash your hands often ✅Sneeze/cough into bent elbow Let's celebrate Sallah safely. #TakeResponsibility https://t.co/TLUa5u9Q69,real,sourya,1
Sam Smith Announces Album Retitling And Delay Due To Coronavirus Pandemic https://t.co/1Hr3iPm32J,fake,sourya,0
" If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.",fake,Gautamshahi,0
 A graphic purporting to detail health risks due to 5G-induced radiation has been published on various websites and shared hundreds of times on Facebook and Twitter. The image was shared as other hoaxes circulated claiming that COVID-19 is linked to the global rollout of 5G networks.,fake,Gautamshahi,0
"Netflix’s “Are You Still Watching” only social contact in days

https://t.co/9HuxTFm3IN #covid19 #CoronaVirusCanada https://t.co/gbm6COdWlB",fake,sourya,0
Our national current COVID-19 hospitalizations number did not go down today but it also didn’t go up as much as it has over the last few days. We won’t really know how much this number is being affected by changes to the reporting guidelines for several more days. https://t.co/xSJOqgM73L,real,sourya,1
Will we have a second national lockdown? Boris Johnson is said to be considering the introduction of new national restrictions to stop a rise in #COVID19 infections. Here's our explainer on what these restrictions could look like 👇 More here: https://t.co/gjYydxKxxK https://t.co/XFjZpEKawz,real,sourya,1
Gov. Newsom Puts Coronavirus Bounty On Straying Senior Citizens https://t.co/fKNxUjm8bf #gavinnewsom,fake,sourya,0
@nbashaw The California data is all over the place. They do have a lot of pending tests (~12k) —not included in our total—but it’s filtering through to completed tests really slowly. -@alexismadrigal,real,sourya,1
Fact Check: This viral message on novel coronavirus is NOT issued by UNICEF - Vishvas News,fake,Gautamshahi,0
See the latest CDC #COVIDView report with new data on #COVID19-like illnesses hospitalization rates and deaths. Check it out here: https://t.co/zP4VYlo0Pb. https://t.co/MLgnYkqUv4,real,sourya,1
Twenty-one states set new all-time case records in the past week. https://t.co/RpAsVlStep,real,sourya,1
Practice social distancing by putting space between yourself and others. Continue to practice healthy habits like washing your hands for at least 20 seconds and staying home if you’re sick to help slow the spread of #COVID19. Learn more: https://t.co/tt49zOn1hf. https://t.co/BYTXlIWcoV,real,sourya,1
This is the same pattern we saw for cases and hospitalizations over the last couple months. Compare Arizona New Jersey New York and Texas. https://t.co/Uz6d2aQ9LU,real,sourya,1
Coronavirus: More than half of COVID-19 patients experience ongoing fatigue study finds https://t.co/8guptuYXld,real,sourya,1
These cases brings New Zealand’s total number of confirmed cases of COVID-19 to 1217 which is the number we report to the World Health Organization.​ ​ There is no one in New Zealand receiving hospital-level care for COVID-19.,real,sourya,1
PolitiFact | CEOs didn’t resign to trade stock on COVID tip,fake,Gautamshahi,0
The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the world's largest 10 cities.,fake,sourya,0
RT @fema: We are sending medical supplies to nursing homes across the country to help with #COVID19 needs. Watch this video for a detailed…,real,sourya,1
#Coronavirus: People in England who see their neighbours flouting the new 'rule of six' are being encouraged to contact police by the government https://t.co/4URQPfqzeL,real,sourya,1
Morphed AajTak Screenshot Claims Pak PM's Wife Tests COVID-19 Positive,fake,Gautamshahi,0
 “Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,fake,Gautamshahi,0
A video of dozens of people praying outdoors shows Italians praying during the novel coronavirus pandemic.,fake,sourya,0
@InfoInterest Kia ora the 350 probable cases are part of our total number and have returned a negative test but were still considered a probable or suspected case of Covid-19. This probable case has now returned a positive test and they are currently in Quarantine.,real,sourya,1
Since August 12 our contact tracing team has identified 3918 close contacts of cases of which 3912 have been contacted and are self-isolating and we are in the process of contacting the rest.,real,sourya,1
"I am a citizen of our country,
but , the main problem of our country are not illiterate, the main problem is literate, people also behaves like illiterate. people are not taking serious of this #coronavirus 
I urge to @ArvindKejriwal @narendramodi #curfewonDelhi🙏 https://t.co/dt5o2u3P1C",fake,sourya,0
The Honourable Minister @Fmohnigeria has announced a second confirmed case of #COVID19 in Nigeria. This second case is a contact of the index case in Ogun state. The new case has been in isolation and was tested as part of our strategy to test all contacts of the index case. https://t.co/aTkzEy3qXo,real,sourya,1
#COVID19 Updates: India achieves a record number of 1172179 #COVID__19 tests in a single day on September 02 2020. #StaySafe #IndiaWillWin https://t.co/v9WvbfWaV2,real,sourya,1
 Photos of medicines from the US which will be only given to selected people by the Indian government in the name of COVID-19 treatment to eliminate them.,fake,Gautamshahi,0
Major League Baseball is Now Considering Tearing Down Coronavirus-Infested Marlins Park https://t.co/de19ZssN07 #coronavirus #baseball,fake,sourya,0
"The new coronavirus ""causes sudden death syndrome.""",fake,sourya,0
226 new cases of #COVID19; 131-Lagos 25-Ogun 15-Plateau 11-Edo 7-Kaduna 6-Oyo 5-FCT 5-Adamawa 4-Jigawa 4-Ebonyi 4-Borno 3-Nasarawa 2-Bauchi 2-Gombe 1-Enugu 1-Bayelsa 6401 cases of #COVID19 in Nigeria Discharged: 1734 Deaths: 192 https://t.co/KJeNRAKFVG,real,sourya,1
Planning to visit the beach? Your risk of #COVID19 is highest if you are less than 6 feet from people at a crowded public beach or if you freely share your food toys or equipment. Practice social distancing &amp; other habits to stay healthy. https://t.co/tPbNintIwc https://t.co/CO8Dm4vmLl,real,sourya,1
French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.,fake,sourya,0
Fact Check: Biological Engineer Did NOT Offer Medically-Supported Information In Viral Video | Lead Stories,fake,Gautamshahi,0
#HCPs: Today at 2pm ET log in to COCA Facebook profile or call in. COCA Call Topic: #COVID19 in the United States: Insights from Healthcare Systems. Learn more about the event at https://t.co/lVoCJOv897. https://t.co/XNupV0O9eD,real,sourya,1
Imported second hand clothes from Europe Asia or America could spread the novel coronavirus in Africa.,fake,sourya,0
Autohemotherapy cures COVID-19.,fake,sourya,0
Facebook and Twitter took action against Trump for statement that children are “almost immune” from COVID-19. The platforms said he violated policies on misinformation. https://t.co/ktYaZaBu4M,fake,sourya,0
#FactCheck Don't stop wearing #Masks during #COVIDー19 #pandemic just bcoz u saw some #FakeNews of @WHO's Dr.@mvankerkhove. @WHO has askd everyone to wear masks not discard it. @mvankerkhove has clarified that she was quoted out of context. #FactsMatter https://t.co/EXuKK7Wasa,fake,sourya,0
Coronavirus: London could face fresh restrictions under mayor's 'new plan' https://t.co/tasRzZAYdW,real,sourya,1
RT @HHSGov: #COVID19 can be spread by people who do not have symptoms &amp; do not know that they are infected. Masks worn over the nose and mo…,real,sourya,1
#IndiaFightsCorona: 📍Unprecedented upsurge in testing India crosses a new peak of 4 crore tests ✅More than 9 lakh tests conducted for third successive day ➡️Details: https://t.co/67MDwvaSnw #IndiaWillWin @ICMRDELHI https://t.co/CqAC40vq8X,real,sourya,1
Drinking lots of water and gargling with warm water and salt or vinegar eliminates the coronavirus.,fake,sourya,0
Schizophrenics reach out to themselves https://t.co/jW18ztNAIi #whitehouse #psychology #covid19 #schizophrenia,fake,sourya,0
Masks can help prevent the spread of #COVID19 when they are widely used in public. When you wear a mask you can help protect those around you. When others wear one they can help protect people around them incl. you. https://t.co/jkWwZTfWSS #WearAMask #DoYourPart #WorldMaskWeek https://t.co/O7FckRf1ks,real,sourya,1
A Muslim woman is shouting at doctors who have come for coronavirus inspection at one of the places in India.,fake,sourya,0
Breaking News: Just days after updating its website @CDCgov has abruptly deleted information that aerosols are the main COVID-19 mode of transmission. https://t.co/PEsOwy7XUR,real,sourya,1
A Nigerian In Germany Has Developed A COVID-19 Herbal Cure,fake,sourya,0
Italy President Crying Over Coronavirus Deaths Fact Check: A viral image of Jair Bolsonaro is being circulated on the internet with this claim.,fake,Gautamshahi,0
 Brahma Kamal flowers bloom after many years due to less pollution during the lockdown in India to contain COVID-19 spread.,fake,Gautamshahi,0
Our daily update is published. We’ve now tracked 10.7 million tests up 378k from yesterday close to a record high. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/AKhsqijDmu,real,sourya,1
Pension bill can be cut if Government has the will,fake,sourya,0
UNICEF releases coronavirus prevention guidelines.,fake,sourya,0
An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including three doctors.,fake,sourya,0
77% of UK physicians who needed a COVID test couldn't get one. https://t.co/pKyL8v4NFo https://t.co/gAWTbjf7rH,real,sourya,1
Remember the risk of spread of #COVID19 is higher when people gather Avoid mass gatherings including religious settings social events &amp; others Please maintain a physical distance of 2 meters away from others at all times #TakeResponsibility https://t.co/c02nouEe4K,real,sourya,1
A Spanish medic has warned that unless Britons follow new lockdown rules and wear masks #coronavirus could be 'very very very costly' https://t.co/VmfBpgsXs1,real,sourya,1
_A post claims a COVID-19 vaccine has already been developed and will cause widespread infertility._,fake,sourya,0
COVID-19 Update​ ​ There are four new cases of COVID-19 to report ; two community cases and two cases in managed isolation.​ Our total number of active cases is 71 - of those 36 are imported cases in MIQ facilities and 35 are community cases.,real,sourya,1
"Weed slang for the cannabis plant can ""kill coronavirus.""",fake,sourya,0
" Amid the coronavirus crisis, Italy’s streets are now filled with discarded printed cash as seen in photos circulating on social media.",fake,Gautamshahi,0
 Photo of Muslims offering prayers on the rooftops in India.,fake,Gautamshahi,0
As at 8:00 pm 27th March there are 70 confirmed cases 3 discharged 1 death For a breakdown of cases by states in real time please see https://t.co/zQrpNeOfet Currently; Lagos- 44 FCT- 14 Ogun- 3 Ekiti- 1 Oyo- 3 Edo- 1 Bauchi- 2 Osun-1 Rivers-1,real,sourya,1
We'll be launching an updated site around 12pm ET. Prepare for some instability for a few minutes and then a new improved experience. Our website team has put in major work here. We're so appreciative of their efforts. https://t.co/USaoxZmxrz,real,sourya,1
Quarantine ‘North Korean’ style... Shot dead. https://t.co/Lp6aTjU0QS #coronavirus #covid19 #covid_19 #coronavirus #covid19 #covid_19,fake,sourya,0
Didn't get a chance to tune in to our discussion with @drsanjaygupta yesterday? You can watch the full Q&amp;A on COVID-19 with PolitiFact Editor @AngieHolan and @MediaWise’s @AlexMahadevan here. https://t.co/e16G2RGdkA,fake,sourya,0
 Weed kills the coronavirus.,fake,Gautamshahi,0
Coronavirus-positive patients listening to Gurbani Kirtan in a hospital in Italy.,fake,sourya,0
Our daily update is published. States reported 841k tests and 56k cases. There were 1216 reported deaths. The number of currently hospitalized patients continues to fall. https://t.co/55jQSL9oPj,real,sourya,1
 The label on Dettol disinfectant spray claims it is proven to “kill coronavirus;” the company knew about the new strain since 2019.,fake,Gautamshahi,0
@i_am_adunnii This is FALSE. The test kits the Government of Nigeria has received can only be used in molecular laboratories. These are being distributed by NCDC to the six #COVID19 testing laboratories in Nigeria Cc @Chikwe_I #COVID19NIGERIA,real,sourya,1
Children are not immune to the #coronavirus. https://t.co/xA8tVVMTYU,real,sourya,1
" “Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”",fake,Gautamshahi,0
List of Medicine Shops where Favipiravir tablets (Fabiflu etc) will be available for #COVID19 in #Bhubaneswar and #Cuttack https://t.co/WTdolQLsGA,fake,sourya,0
Lot of young bankers are affected by Corona Virus and soon banks can become biggest outbreak places. These young ppl can become threat to their elders at home. Its high time that @StateBank_Pak should think of saving these lives please. #COVID19Pakistan https://t.co/X5kjzPH1OS,fake,sourya,0
 Video shows reciting Namaaz and Quran is the only treatment for COVID-19.,fake,Gautamshahi,0
???if your child gets this virus their going to hospital alone in a van with people they don???t know...to be with people they don???t know??? you will be at home without them in their time of need.??�,fake,sourya,0
New Corona Symptom: Severe Hunger For Bats? https://t.co/lETILi6Ahy #china #coronavirus #fastfood #pandemic #cdc #bats,fake,sourya,0
" There is science behind Indian Prime minister Modi’s 5 p.m. clapping initiative: Clapping generates vibration which can kill coronavirus. Also, 3/22/20 is Amavasya.",fake,Gautamshahi,0
“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,fake,sourya,0
An old and unrelated video is falsely shared as 'Stone-pelting on the Health officials in Indore' - FACTLY,fake,Gautamshahi,0
IBD does not appear to increase risk for severe COVID-19. https://t.co/JgrKaZ3a9p https://t.co/EeZ4JOKo53,real,sourya,1
For a breakdown of cases by states in real time please see https://t.co/zQrpNeOfet Currently; Lagos- 24 FCT- 6 Ogun- 2 Ekiti- 1 Oyo- 1 Edo- 1 Total: 35 confirmed cases #COVID19Nigeria,real,sourya,1
Coronavirus: Social distancing rules relaxed for couples in 'established relationships' https://t.co/8UrMpGcPeL,real,sourya,1
" Walmart, Amazon, Kroger, Target and Costco stores — while staying open during the COVID-19 pandemic — “have not had any reported cases” of employees contracting the coronavirus.",fake,Gautamshahi,0
@davidgaliel @AdrienneLaF @TheAtlantic Most states report people tested explicitly. There are a few questions on the samples issue specifically Massachusetts. Believe me we'd like clarity on this but I don't think it's nearly as big an issue with the dataset as the commercial testing invisibility. -@alexismadrigal,real,sourya,1
Queen’s coronavirus broadcast strikes dignified tone despite “Seinfeld” Zoom background #NewsInPhotos #QueenElizabeth #COVID19 https://t.co/x99b7HrT0y,fake,sourya,0
#IndiaFightsCorona Physical distancing is the key to break the chain of COVID-19 transmission. Always keep a safe distance from others. #BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://t.co/OlNcDUxtNr,real,sourya,1
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 76.28% as on August 28 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/V9zUpJjLDh,real,sourya,1
Vegans Ecstatic as COVID-19 Does What Decades of Protesting Could Not Accomplish https://t.co/8U78ez2kmz #mcdonalds #vegan #covid19 #pork,fake,sourya,0
Scientists do not know if having antibodies to the virus that causes #COVID19 can protect someone from getting infected again or how long protection may last. If you test positive continue to take preventive measures to protect yourself &amp; others. More: https://t.co/Xa1qKwzJhO https://t.co/D9E5MGkbyx,real,sourya,1
"Wisconsin Governor Tony Evers is “pushing firearm confiscation orders.""",fake,sourya,0
"@myjourneymyself Dr. Fauci funded a risky ''gain-of-function'' test of Sars/Covid Virus on bats at the Wuhan Institute of Virology after it was deemed illegal in the United States

The Chinese conducting that test released the coronavirus to the planet forever. Fauci is the arsonist/fire fighter",fake,sourya,0
" Photo shows Italians prostrating themselves and praying to Allah, during the coronavirus crisis.",fake,Gautamshahi,0
A video of an overcrowded Shramik train claimed to be from Mumbai travelling to West Bengal.,fake,sourya,0
"The $1,200 coronavirus relief checks this year are ???just an advance on your next tax return. ??? Next year, you're automatically going to owe $1,200 come tax season.??�",fake,sourya,0
We will provide further advice on where medical-grade masks can be sourced. NZ COVID Tracer has now recorded more than 641400 registered users. There have been 86224 posters created and 1987955 poster scans. There have been 65803 manual entries recorded in the app.,real,sourya,1
#CoronaVirusUpdates #IndiaFightsCorona One of the lowest globally India’s #COVID19 Case Fatality Rate below 2% and sliding. https://t.co/x7MeJ5q670 https://t.co/H7Mr7vnQOE,real,sourya,1
NEWS! Racists furious at suggestion they should wear Muslim-style face veil in fight against deadly coronavirus https://t.co/VZNIX69SVh https://t.co/HQ4p8k1GJp,fake,sourya,0
RT @drharshvardhan: #COVID19 UPDATE 👉The total recovered cases stand at 3859399. 👉The gap between Recovered cases &amp; Active cases has…,real,sourya,1
"Debunked: No, this video does not show people having a 'street party' in Dublin last week",fake,Gautamshahi,0
Truth About Brad Pitt And Jennifer Aniston’s Relationship During The Coronavirus Lockdown https://t.co/p3xkmRhYE4,fake,sourya,0
Latest update from @minhealthnz: It is now 24 days since the last new case of COVID-19 was reported in New Zealand and there are no active cases to report.  Our total number of confirmed cases remains at 1154 which is the number we report to the World Health Organization https://t.co/nwH1lhBppv,real,sourya,1
Florida Man Warns New Yorkers https://t.co/tUl8VSIMem #newyork #coronavirus #florida #warning #quarantine,fake,sourya,0
 A photo has been shared thousands of times in multiple Facebook posts in April 2020 alongside a claim it shows Philippine President Rodrigo Duterte carrying out presidential duties during the COVID-19 pandemic.,fake,Gautamshahi,0
Enanthem in a patient with a skin rash is a useful finding to help diagnose COVID-19 Spanish medical experts suggest. https://t.co/L0tB45oqk0 https://t.co/zbrKAX073H,real,sourya,1
@Whitwyatt The pending data from California has come and gone. It makes it really difficult to track the states tests consistently. The number of tests bounces around in ways that really confuse people. A broader change is coming to our pending reporting.,real,sourya,1
#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 17 2020) ▶️78.64% Cured/Discharged/Migrated (4025079) ▶️19.73% Active cases (1009976) ▶️1.63% Deaths (83198) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/HUKbDQm35f,real,sourya,1
"Debunked: Yes, funerals are very different right now but they are still happening",fake,Gautamshahi,0
"The federal government is ???preparing to mobilize the national guard,??� ???dispatch them across the US with military??� and ???announce a nationwide 1 week quarantine for all citizens.??�",fake,sourya,0
 White South Africans have been banned from receiving government aid during the coronavirus pandemic.,fake,Gautamshahi,0
“As we are all aware Lagos and Abuja have the majority of confirmed cases in Nigeria. Our focus therefore remains to urgently and drastically contain these cases and to support other states and regions in the best way we can.” @MBuhari on #COVID19Nigeria,real,sourya,1
“The Democrats are pushing for an implanted microchip in humans and everyone to be vaccinated.”,fake,sourya,0
#IndiaFightsCorona Health Ministry issues SOP on preventive measures to be followed while conducting examinations to contain spread of #COVID19. https://t.co/62FrNESZYq @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @CovidIndiaSeva @DDNewslive @airnewsalerts,real,sourya,1
Mar-a-Lago Tests Positive For the Coronavirus https://t.co/d4Pkmc1CYG #donaldtrump #coronavirus #mikepence #maralago #kayleighmcenany,fake,sourya,0
When it is about health #Fact is more important than #Friends advice. Here we are with another #FactCheck about #COVID19 cure. https://t.co/a7S04SugNp,fake,sourya,0
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 76.47% as on August 29 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/kjReNDpXqf,real,sourya,1
#IndiaFightsCorona: Govt of India released the 1st instalment of State Disaster Response Fund amounting to Rs. 11092 crore to State Govts on 3rd April 2020 to strengthen the States to deal with #CovidPandemic: Union Minister @ianuragthakur 👉https://t.co/HssGHAjMuK https://t.co/C5dKIKaZW1,real,sourya,1
WHO announced that Alcohol doesn't kill the corona virus.,fake,sourya,0
Together we have kept COVID out for 102 days - longer than any other country. We can do all of that again. If you’re in Auckland please stay at home with your bubble. Take care. We've got this New Zealand! #COVID19nz,real,sourya,1
In India there are 3 #COVID19Vaccine trials are underway. The DCGI has permitted Serum Institute of India (SII) to conduct Phase 3 trial of the vaccine developed by the Oxford University in India. https://t.co/ou6iz4YVDi,real,sourya,1
Our daily update is published. States reported 692k tests 31k cases and 358 deaths. Note there is a considerable lag in reported death data because it's Monday. https://t.co/hGI3YuFKAW,real,sourya,1
 Global pandemics are occurring every 100 years.,fake,Gautamshahi,0
Fact Check: Sky News Video About Coronavirus Victims In Italian Hospital Did NOT Get Taken Down | Lead Stories,fake,Gautamshahi,0
This video has circulated online more than one year before COVID-19 was first detected | AFP Fact Check,fake,Gautamshahi,0
On the left we see the hotspots we've been tracking for weeks. On the right southern states that may be following behind them—cases have quadrupled since June 1. https://t.co/sKRJ6gNVKv,real,sourya,1
@drharshvardhan dispels doubts raised over failure of one vaccine in clinical trials says trials are continuing only after expert committee reappraisal. “No significant mutation in SARS-CoV-2 in India”. “ICMR is actively exploring saliva-based test for COVID-19”. @PIB_India,real,sourya,1
"???People are starting to enter ERs with fungal lung infections from wearing masks!!""",fake,sourya,0
 WHO releases report claiming vegetarians haven’t contracted the coronavirus.,fake,Gautamshahi,0
" A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the “least deadly virus.”",fake,Gautamshahi,0
"This picture shows the work of a make-up artist, not an infected hand | AFP Fact Check",fake,Gautamshahi,0
 Kenya is the first African country to receive a COVID-19 vaccine from the United Kingdom.,fake,Gautamshahi,0
 You can monitor yourself for COVID-19 with a breath test.,fake,Gautamshahi,0
 All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown,fake,Gautamshahi,0
The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,fake,sourya,0
"#covid19 #coronavirus #coronaoutbreak China TV
“Expert” : “The US pushed out the vaccine so quickly, that only means they have been working on it way before the pandemic.”
Host: “So we can conclude that the US had this virus in their possession long ago

 https://t.co/vBNqC1UnLV",fake,sourya,0
Hantavirus is being compared with novel coronavirus. Message describes recent hantavirus case in China and says that 32 people in one bus were diagnosed with hantavirus.,fake,sourya,0
Ryanair To Introduce Covid-19 Priority Queue On All Flights https://t.co/sOxSsGDj4D,fake,sourya,0
Yesterday our laboratories processed 681 tests. The vast majority of these 673 were swabs taken from managed isolation facilities as these are processed promptly.,real,sourya,1
The most frequently disrupted areas due to #COVID19 include: -routine immunization -NCD diagnosis &amp; treatment -family planning &amp; contraception -treatment for mental health disorders -#cancer diagnosis &amp; treatment -malaria diagnosis &amp; treatment 👉 https://t.co/R5ssfz6cDl https://t.co/nqwJEEyexs,real,sourya,1
Some states reactivating emergency plans for #COVID19 crisis care and delaying elective surgeries (again). https://t.co/Tt5CBn9C33,real,sourya,1
COVID has caused healthcare experts to rethink screenings. https://t.co/YcfR61hM4c,real,sourya,1
"Ireland Says That Due To The Coronavirus, Anyone Caught Kissing The Blarney Stone Will Be Arrested on Th� https://t.co/xfPMdtHKXX #ireland",fake,sourya,0
 COVID-19 is a bacterium that is easily treated with aspirin or a coagulant.,fake,Gautamshahi,0
KOWHEORI-19 (COVID-19) Update There are no new cases of COVID-19 to report in New Zealand today.,real,sourya,1
A doctor said that a medicine called interferon can cure the new coronavirus.,fake,sourya,0
COVID-19 Update There are no new cases of COVID-19 to report in New Zealand today. It has been 91 days since the last case of COVID-19 was acquired locally from an unknown source.,real,sourya,1
"China PM who told we'll translate the Quran as our own realised that 
the only one way to protect from the korona virus is doing 'sajtha' to 
Allah and went to mosque to pray, Masha llah👇",fake,sourya,0
All Missouri businesses can open Monday May 4 under our new Order as long as new guidelines are followed.,fake,sourya,0
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 76.63% as on August 31 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/tzWv6qt3Jv,real,sourya,1
Is Coranavirus a biological Weapon developed by the Chinese called Wuhan -400? This book was published in 1981. Do read the excerpt.,fake,sourya,0
 Video of a delivery boy spitting on the slices of bread by opening the packets in the truck and resealing them for sale to spread coronavirus.,fake,Gautamshahi,0
📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 29 August 2020 08:00 AM) ➡️Confirmed cases: 3463972 ➡️Recovered: 2648998 (76.5%)👍 ➡️Active cases: 752424 (21.7%) ➡️Deaths: 62550 (1.8%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/8oo3APfPac,real,sourya,1
This artwork was created in China's Shandong province after the novel coronavirus outbreak | AFP Fact Check,fake,Gautamshahi,0
"Debunked: No, drinking tea is not a cure for Covid-19 · TheJournal.ie",fake,Gautamshahi,0
#CoronaVirusUpdates #IndiaFightsCorona Total recoveries cross 12.3 lakh. #COVID19 Recovery Rate jumps to 66.31% Case Fatality Rate further reduces to 2.1%.,real,sourya,1
Tanzania has reported 16467 COVID-19 cases 1293 deaths and 118 recoveries as of May 18.,fake,sourya,0
